id|Station|Latitude|Longitude|phi|dt|refID|Phase|pmax|pmin|dtmax|dtmin|remark
6927|BYR|62.69|-150.23|282.0|1.34|200||7.0|7.0|0.27|0.28|individual SKS measurement, event # 8, backaz= 281, distance= 102
6928|BYR|62.69|-150.23|275.0|1.26|200||10.0|11.0|0.26|0.26|individual SKS measurement, event # 23, backaz= 283, distance= 102
6929|BYR|62.69|-150.23|89.0|0.9|200||5.0|6.0|0.17|0.14|individual SKS measurement, event # 39, backaz= 283, distance= 102
6930|BYR|62.69|-150.23|273.0|1.04|200||9.0|11.0|0.29|0.28|individual SKS measurement, event # 22, backaz= 284, distance= 102
6931|BYR|62.69|-150.23|313.0|1.02|200||10.0|10.0|0.26|0.27|individual SKS measurement, event # 10, backaz= 106, distance= 105
6932|BYR|62.69|-150.23|331.0|0.58|200||49.0|18.0|0.52|0.39|individual SKS measurement, event # 18, backaz= 205, distance= 86
6933|BYR|62.69|-150.23|347.0|0.68|200||34.0|17.0|0.42|0.43|individual SKS measurement, event # 41, backaz= 205, distance= 91
6934|BYR|62.69|-150.23|342.0|0.82|200||9.0|8.0|0.12|0.11|individual SKS measurement, event # 36, backaz= 206, distance= 86
6935|BYR|62.69|-150.23|339.0|0.82|200||9.0|10.0|0.1|0.09|individual SKS measurement, event # 48, backaz= 207, distance= 88
6936|BYR|62.69|-150.23|338.0|1.12|200||14.0|13.0|0.1|0.11|individual SKS measurement, event # 9, backaz= 218, distance= 87
6937|BYR|62.69|-150.23|51.0|1.1|200||32.0|24.0|0.21|0.25|individual SKS measurement, event # 16, backaz= 259, distance= 92
6938|BYR|62.69|-150.23|53.0|1.52|200||11.0|11.0|0.32|0.31|individual SKS measurement, event # 37, backaz= 261, distance= 87
6939|BYR|62.69|-150.23|23.0|1.06|200||26.0|17.0|0.21|0.2|individual SKS measurement, event # 28, backaz= 261, distance= 93
6940|BYR|62.69|-150.23|281.0|1.18|200||8.0|10.0|0.37|0.4|individual SKS measurement, event # 24, backaz= 284, distance= 102
6941|BYR|62.69|-150.23|301.0|1.76|200||11.0|11.0|0.32|0.37|individual SKS measurement, event # 55, backaz= 299, distance= 91
6942|BYR|62.69|-150.23|346.0|0.78|200||24.0|15.0|0.3|0.45|individual SKS measurement, event # 43, backaz= 206, distance= 85
6943|BYR|62.69|-150.23|73.0|1.4|200||12.0|14.0|0.18|0.15|individual SKS measurement, event # 42, backaz= 268, distance= 89
6944|BYR|62.69|-150.23|55.0|1.68|200||9.0|9.0|0.2|0.2|individual SKS measurement, event # 34, backaz= 261, distance= 90
6945|BYR|62.69|-150.23|353.0|0.56|200||26.0|24.0|0.2|0.18|individual SKS measurement, event # 5, backaz= 204, distance= 95
6946|CAR|63.58|-148.8|38.0|2.26|200||10.0|9.0|0.24|0.26|individual SKS measurement, event # 37, backaz= 262, distance= 87
6947|CAR|63.58|-148.8|50.0|1.94|200||11.0|11.0|0.34|0.33|individual SKS measurement, event # 34, backaz= 263, distance= 91
6948|CAR|63.58|-148.8|76.0|1.22|200||20.0|17.0|0.36|0.3|individual SKS measurement, event # 24, backaz= 285, distance= 103
6949|CAR|63.58|-148.8|45.0|0.9|200||14.0|14.0|0.21|0.2|individual SKS measurement, event # 23, backaz= 284, distance= 103
6950|CAR|63.58|-148.8|61.0|1.11|200||9.0|10.0|0.29|0.22|individual SKS measurement, event # 22, backaz= 285, distance= 103
6951|CAR|63.58|-148.8|61.0|1.58|200||18.0|49.0|0.13|0.19|individual SKS measurement, event # 28, backaz= 263, distance= 94
6952|CZN|63.1|-146.64|83.0|2.18|200||5.0|7.0|0.43|0.59|individual SKS measurement, event # 37, backaz= 264, distance= 88
6953|CZN|63.1|-146.64|65.0|2.4|200||25.0|19.0|0.46|0.47|individual SKS measurement, event # 30, backaz= 206, distance= 95
6954|CZN|63.1|-146.64|80.0|3.18|200||5.0|5.0|0.34|0.34|individual SKS measurement, event # 29, backaz= 262, distance= 94
6955|DH1|63.37|-148.38|39.0|0.88|200||5.0|7.0|0.09|0.09|individual SKS measurement, event # 55, backaz= 301, distance= 91
6956|DH1|63.37|-148.38|311.0|0.62|200||38.0|12.0|0.52|0.3|individual SKS measurement, event # 52, backaz= 111, distance= 97
6957|DH1|63.37|-148.38|300.0|0.98|200||12.0|5.0|0.4|0.5|individual SKS measurement, event # 50, backaz= 110, distance= 100
6958|DH1|63.37|-148.38|24.0|1.08|200||6.0|6.0|0.33|0.31|individual SKS measurement, event # 47, backaz= 206, distance= 96
6959|DH1|63.37|-148.38|32.0|1.2|200||3.0|4.0|0.06|0.05|individual SKS measurement, event # 46, backaz= 257, distance= 91
6960|DH1|63.37|-148.38|26.0|0.82|200||5.0|5.0|0.1|0.1|individual SKS measurement, event # 44, backaz= 277, distance= 102
6961|DH1|63.37|-148.38|30.0|1.4|200||14.0|16.0|0.13|0.11|individual SKS measurement, event # 42, backaz= 270, distance= 89
6962|DH1|63.37|-148.38|21.0|1.0|200||6.0|7.0|0.08|0.08|individual SKS measurement, event # 40, backaz= 270, distance= 98
6963|DH1|63.37|-148.38|26.0|0.82|200||12.0|23.0|0.34|0.36|individual SKS measurement, event # 38, backaz= 209, distance= 88
6964|DH1|63.37|-148.38|34.0|1.56|200||8.0|8.0|0.17|0.17|individual SKS measurement, event # 37, backaz= 263, distance= 88
6965|DH1|63.37|-148.38|49.0|1.22|200||18.0|18.0|0.25|0.24|individual SKS measurement, event # 34, backaz= 263, distance= 91
6966|DH1|63.37|-148.38|23.0|0.98|200||11.0|10.0|0.1|0.09|individual SKS measurement, event # 31, backaz= 265, distance= 95
6967|DH1|63.37|-148.38|19.0|0.66|200||5.0|7.0|0.16|0.16|individual SKS measurement, event # 25, backaz= 210, distance= 92
6968|DH1|63.37|-148.38|27.0|1.94|200||10.0|11.0|0.44|0.36|individual SKS measurement, event # 23, backaz= 285, distance= 103
6969|DH1|63.37|-148.38|19.0|1.1|200||13.0|15.0|0.1|0.11|individual SKS measurement, event # 28, backaz= 263, distance= 94
6970|DH1|63.37|-148.38|29.0|1.04|200||5.0|4.0|0.07|0.07|individual SKS measurement, event # 29, backaz= 260, distance= 93
6971|DH2|63.27|-147.86|17.0|0.96|200||24.0|12.0|0.46|0.3|individual SKS measurement, event # 37, backaz= 264, distance= 88
6972|DH2|63.27|-147.86|359.0|0.74|200||16.0|14.0|0.37|0.47|individual SKS measurement, event # 28, backaz= 264, distance= 95
6973|DH2|63.27|-147.86|9.0|0.62|200||47.0|14.0|0.66|0.38|individual SKS measurement, event # 29, backaz= 261, distance= 93
6974|DH3|63.03|-147.14|287.0|0.78|200||7.0|29.0|0.61|0.56|individual SKS measurement, event # 54, backaz= 110, distance= 102
6975|DH3|63.03|-147.14|287.0|1.2|200||3.0|3.0|0.25|0.22|individual SKS measurement, event # 50, backaz= 111, distance= 99
6976|DH3|63.03|-147.14|88.0|1.36|200||20.0|24.0|0.46|0.56|individual SKS measurement, event # 49, backaz= 110, distance= 105
6977|DH3|63.03|-147.14|42.0|1.12|200||6.0|5.0|0.3|0.29|individual SKS measurement, event # 47, backaz= 207, distance= 96
6978|DH3|63.03|-147.14|316.0|0.58|200||13.0|14.0|0.16|0.19|individual SKS measurement, event # 28, backaz= 264, distance= 95
6979|DH3|63.03|-147.14|337.0|0.82|200||8.0|12.0|0.28|0.31|individual SKS measurement, event # 40, backaz= 272, distance= 99
6980|EFS|63.56|-149.78|279.0|2.12|200||4.0|4.0|0.38|0.44|individual SKS measurement, event # 54, backaz= 107, distance= 103
6981|EFS|63.56|-149.78|38.0|0.98|200||13.0|10.0|0.3|0.41|individual SKS measurement, event # 51, backaz= 205, distance= 88
6982|EFS|63.56|-149.78|60.0|0.82|200||6.0|6.0|0.1|0.12|individual SKS measurement, event # 47, backaz= 205, distance= 96
6983|EFS|63.56|-149.78|47.0|2.12|200||20.0|18.0|0.45|0.4|individual SKS measurement, event # 46, backaz= 256, distance= 91
6984|EFS|63.56|-149.78|54.0|1.86|200||9.0|10.0|0.16|0.16|individual SKS measurement, event # 44, backaz= 275, distance= 101
6985|EFS|63.56|-149.78|46.0|1.6|200||8.0|8.0|0.42|0.41|individual SKS measurement, event # 39, backaz= 284, distance= 102
6986|EFS|63.56|-149.78|41.0|2.22|200||12.0|11.0|0.36|0.41|individual SKS measurement, event # 37, backaz= 261, distance= 87
6987|EFS|63.56|-149.78|64.0|0.52|200||10.0|9.0|0.08|0.09|individual SKS measurement, event # 25, backaz= 209, distance= 92
6988|EFS|63.56|-149.78|60.0|0.56|200||12.0|12.0|0.16|0.15|individual SKS measurement, event # 36, backaz= 206, distance= 87
6989|FID|62.76|-150.07|276.0|1.44|200||6.0|7.0|0.35|0.34|individual SKS measurement, event # 24, backaz= 284, distance= 102
6990|FID|62.76|-150.07|288.0|1.1|200||9.0|10.0|0.21|0.21|individual SKS measurement, event # 23, backaz= 283, distance= 102
6991|FID|62.76|-150.07|277.0|1.56|200||4.0|4.0|0.28|0.24|individual SKS measurement, event # 22, backaz= 284, distance= 102
6992|FID|62.76|-150.07|322.0|1.12|200||7.0|7.0|0.12|0.11|individual SKS measurement, event # 36, backaz= 206, distance= 86
6993|GNR|63.83|-148.98|271.0|0.7|200||5.0|5.0|0.11|0.11|individual SKS measurement, event # 47, backaz= 206, distance= 96
6994|GNR|63.83|-148.98|71.0|1.68|200||10.0|10.0|0.19|0.17|individual SKS measurement, event # 44, backaz= 276, distance= 102
6995|GNR|63.83|-148.98|87.0|1.62|200||9.0|10.0|0.33|0.35|individual SKS measurement, event # 40, backaz= 270, distance= 98
6996|GNR|63.83|-148.98|53.0|1.28|200||11.0|10.0|0.32|0.3|individual SKS measurement, event # 39, backaz= 285, distance= 102
6997|GNR|63.83|-148.98|273.0|0.6|200||18.0|23.0|0.27|0.26|individual SKS measurement, event # 25, backaz= 210, distance= 93
6998|GNR|63.83|-148.98|83.0|1.44|200||10.0|10.0|0.26|0.25|individual SKS measurement, event # 24, backaz= 285, distance= 102
6999|GNR|63.83|-148.98|80.0|1.7|200||13.0|14.0|0.14|0.13|individual SKS measurement, event # 28, backaz= 263, distance= 94
7000|GNR|63.83|-148.98|272.0|0.74|200||13.0|23.0|0.37|0.34|individual SKS measurement, event # 41, backaz= 206, distance= 92
7001|GNR|63.83|-148.98|283.0|0.64|200||10.0|17.0|0.26|0.32|individual SKS measurement, event # 48, backaz= 208, distance= 89
7002|GOO|63.23|-149.27|319.0|1.04|200||26.0|17.0|0.55|0.37|individual SKS measurement, event # 52, backaz= 110, distance= 98
7003|GOO|63.23|-149.27|340.0|0.66|200||9.0|9.0|0.05|0.03|individual SKS measurement, event # 51, backaz= 205, distance= 87
7004|GOO|63.23|-149.27|52.0|1.36|200||10.0|10.0|0.21|0.2|individual SKS measurement, event # 46, backaz= 257, distance= 91
7005|GOO|63.23|-149.27|48.0|1.06|200||6.0|6.0|0.1|0.08|individual SKS measurement, event # 44, backaz= 276, distance= 102
7006|GOO|63.23|-149.27|45.0|0.94|200||17.0|15.0|0.16|0.16|individual SKS measurement, event # 40, backaz= 270, distance= 98
7007|GOO|63.23|-149.27|52.0|0.98|200||10.0|8.0|0.19|0.19|individual SKS measurement, event # 39, backaz= 284, distance= 102
7008|GOO|63.23|-149.27|344.0|0.54|200||19.0|16.0|0.17|0.16|individual SKS measurement, event # 38, backaz= 208, distance= 87
7009|GOO|63.23|-149.27|355.0|0.7|200||12.0|13.0|0.09|0.07|individual SKS measurement, event # 35, backaz= 208, distance= 86
7010|GOO|63.23|-149.27|45.0|1.86|200||10.0|10.0|0.28|0.27|individual SKS measurement, event # 34, backaz= 262, distance= 91
7011|GOO|63.23|-149.27|18.0|0.26|200||19.0|49.0|0.2|0.13|individual SKS measurement, event # 32, backaz= 206, distance= 98
7012|GOO|63.23|-149.27|12.0|0.52|200||16.0|18.0|0.18|0.19|individual SKS measurement, event # 25, backaz= 209, distance= 92
7013|GOO|63.23|-149.27|59.0|0.86|200||17.0|16.0|0.27|0.23|individual SKS measurement, event # 24, backaz= 285, distance= 103
7014|GOO|63.23|-149.27|53.0|1.04|200||11.0|10.0|0.18|0.19|individual SKS measurement, event # 22, backaz= 285, distance= 103
7015|GOO|63.23|-149.27|53.0|1.6|200||13.0|13.0|0.29|0.27|individual SKS measurement, event # 29, backaz= 260, distance= 93
7016|GOO|63.23|-149.27|335.0|0.66|200||12.0|12.0|0.08|0.07|individual SKS measurement, event # 36, backaz= 207, distance= 86
7017|GOO|63.23|-149.27|346.0|0.74|200||20.0|18.0|0.16|0.19|individual SKS measurement, event # 48, backaz= 208, distance= 88
7018|HURN|63.0|-149.61|306.0|1.1|200||24.0|12.0|0.8|0.57|individual SKS measurement, event # 54, backaz= 107, distance= 103
7019|HURN|63.0|-149.61|311.0|1.52|200||14.0|8.0|0.51|0.59|individual SKS measurement, event # 52, backaz= 110, distance= 98
7020|HURN|63.0|-149.61|324.0|0.68|200||6.0|4.0|0.12|0.13|individual SKS measurement, event # 51, backaz= 205, distance= 87
7021|HURN|63.0|-149.61|315.0|1.54|200||10.0|7.0|0.28|0.31|individual SKS measurement, event # 50, backaz= 109, distance= 100
7022|HURN|63.0|-149.61|322.0|0.38|200||35.0|16.0|0.29|0.22|individual SKS measurement, event # 47, backaz= 205, distance= 95
7023|HURN|63.0|-149.61|50.0|0.84|200||14.0|19.0|0.25|0.24|individual SKS measurement, event # 46, backaz= 256, distance= 90
7024|HURN|63.0|-149.61|317.0|1.04|200||12.0|7.0|0.4|0.41|individual SKS measurement, event # 45, backaz= 206, distance= 86
7025|HURN|63.0|-149.61|36.0|0.84|200||5.0|5.0|0.09|0.1|individual SKS measurement, event # 44, backaz= 276, distance= 102
7026|HURN|63.0|-149.61|18.0|0.7|200||13.0|12.0|0.13|0.13|individual SKS measurement, event # 40, backaz= 269, distance= 98
7027|HURN|63.0|-149.61|78.0|0.78|200||12.0|16.0|0.27|0.17|individual SKS measurement, event # 39, backaz= 284, distance= 102
7028|HURN|63.0|-149.61|327.0|0.68|200||40.0|16.0|0.6|0.44|individual SKS measurement, event # 38, backaz= 207, distance= 87
7029|HURN|63.0|-149.61|41.0|1.58|200||20.0|19.0|0.6|0.49|individual SKS measurement, event # 37, backaz= 262, distance= 87
7030|HURN|63.0|-149.61|326.0|0.78|200||8.0|7.0|0.2|0.19|individual SKS measurement, event # 35, backaz= 208, distance= 86
7031|HURN|63.0|-149.61|59.0|1.38|200||14.0|14.0|0.34|0.34|individual SKS measurement, event # 34, backaz= 262, distance= 90
7032|HURN|63.0|-149.61|337.0|0.36|200||24.0|16.0|0.11|0.08|individual SKS measurement, event # 32, backaz= 207, distance= 97
7033|HURN|63.0|-149.61|351.0|0.46|200||12.0|11.0|0.1|0.08|individual SKS measurement, event # 25, backaz= 209, distance= 92
7034|HURN|63.0|-149.61|64.0|0.62|200||45.0|25.0|0.87|0.16|individual SKS measurement, event # 24, backaz= 285, distance= 102
7035|HURN|63.0|-149.61|87.0|0.8|200||12.0|21.0|0.46|0.25|individual SKS measurement, event # 22, backaz= 284, distance= 102
7036|HURN|63.0|-149.61|58.0|1.34|200||11.0|13.0|0.35|0.31|individual SKS measurement, event # 21, backaz= 266, distance= 93
7037|HURN|63.0|-149.61|55.0|1.22|200||12.0|14.0|0.18|0.17|individual SKS measurement, event # 20, backaz= 266, distance= 90
7038|HURN|63.0|-149.61|290.0|1.92|200||9.0|10.0|0.18|0.2|individual SKS measurement, event # 19, backaz= 107, distance= 113
7039|HURN|63.0|-149.61|325.0|1.82|200||11.0|11.0|0.28|0.39|individual SKS measurement, event # 18, backaz= 205, distance= 86
7040|HURN|63.0|-149.61|62.0|0.7|200||20.0|19.0|0.16|0.17|individual SKS measurement, event # 14, backaz= 281, distance= 103
7041|HURN|63.0|-149.61|326.0|0.76|200||24.0|19.0|0.41|0.34|individual SKS measurement, event # 10, backaz= 106, distance= 105
7042|HURN|63.0|-149.61|49.0|0.66|200||16.0|15.0|0.17|0.15|individual SKS measurement, event # 8, backaz= 281, distance= 102
7043|HURN|63.0|-149.61|39.0|1.32|200||14.0|15.0|0.18|0.18|individual SKS measurement, event # 7, backaz= 267, distance= 91
7044|HURN|63.0|-149.61|324.0|0.36|200||51.0|21.0|0.49|0.22|individual SKS measurement, event # 6, backaz= 204, distance= 96
7045|HURN|63.0|-149.61|339.0|0.36|200||33.0|27.0|0.26|0.18|individual SKS measurement, event # 5, backaz= 204, distance= 96
7046|HURN|63.0|-149.61|328.0|0.38|200||56.0|18.0|0.47|0.26|individual SKS measurement, event # 5, backaz= 204, distance= 96
7047|HURN|63.0|-149.61|58.0|0.98|200||30.0|34.0|0.53|0.35|individual SKS measurement, event # 13, backaz= 258, distance= 89
7048|HURN|63.0|-149.61|359.0|0.8|200||10.0|9.0|0.11|0.13|individual SKS measurement, event # 28, backaz= 262, distance= 94
7049|HURN|63.0|-149.61|72.0|1.36|200||19.0|11.0|0.26|0.29|individual SKS measurement, event # 29, backaz= 259, distance= 92
7050|HURN|63.0|-149.61|84.0|0.72|200||18.0|47.0|0.78|0.31|individual SKS measurement, event # 33, backaz= 283, distance= 103
7051|HURN|63.0|-149.61|328.0|0.72|200||7.0|6.0|0.17|0.17|individual SKS measurement, event # 36, backaz= 206, distance= 86
7052|HURN|63.0|-149.61|313.0|0.92|200||34.0|21.0|0.59|0.54|individual SKS measurement, event # 41, backaz= 205, distance= 91
7053|HURN|63.0|-149.61|344.0|0.82|200||16.0|15.0|0.24|0.25|individual SKS measurement, event # 48, backaz= 208, distance= 88
7054|MCK|63.73|-148.94|80.0|1.52|200||8.0|9.0|0.19|0.2|individual SKS measurement, event # 55, backaz= 300, distance= 91
7055|MCK|63.73|-148.94|342.0|0.34|200||26.0|46.0|0.59|0.16|individual SKS measurement, event # 52, backaz= 110, distance= 98
7056|MCK|63.73|-148.94|353.0|0.4|200||13.0|56.0|0.46|0.26|individual SKS measurement, event # 50, backaz= 109, distance= 100
7057|MCK|63.73|-148.94|279.0|0.82|200||7.0|7.0|0.22|0.21|individual SKS measurement, event # 47, backaz= 206, distance= 96
7058|MCK|63.73|-148.94|45.0|2.44|200||13.0|11.0|0.22|0.21|individual SKS measurement, event # 46, backaz= 257, distance= 91
7059|MCK|63.73|-148.94|61.0|1.7|200||7.0|6.0|0.11|0.11|individual SKS measurement, event # 44, backaz= 276, distance= 102
7060|MCK|63.73|-148.94|76.0|1.9|200||11.0|14.0|0.18|0.17|individual SKS measurement, event # 40, backaz= 270, distance= 98
7061|MCK|63.73|-148.94|58.0|1.66|200||8.0|7.0|0.2|0.22|individual SKS measurement, event # 39, backaz= 285, distance= 102
7062|MCK|63.73|-148.94|53.0|2.36|200||9.0|9.0|0.38|0.38|individual SKS measurement, event # 37, backaz= 262, distance= 87
7063|MCK|63.73|-148.94|86.0|0.82|200||8.0|7.0|0.13|0.14|individual SKS measurement, event # 32, backaz= 208, distance= 87
7064|MCK|63.73|-148.94|279.0|0.76|200||5.0|6.0|0.18|0.18|individual SKS measurement, event # 25, backaz= 210, distance= 93
7065|MCK|63.73|-148.94|52.0|1.44|200||16.0|14.0|0.54|0.44|individual SKS measurement, event # 22, backaz= 285, distance= 103
7066|MCK|63.73|-148.94|54.0|2.58|200||12.0|11.0|0.21|0.2|individual SKS measurement, event # 29, backaz= 260, distance= 93
7067|MCK|63.73|-148.94|75.0|1.04|200||17.0|16.0|0.22|0.21|individual SKS measurement, event # 33, backaz= 284, distance= 103
7068|MHR|62.86|-149.86|311.0|1.2|200||10.0|7.0|0.39|0.36|individual SKS measurement, event # 52, backaz= 110, distance= 98
7069|MHR|62.86|-149.86|316.0|0.96|200||7.0|6.0|0.16|0.15|individual SKS measurement, event # 51, backaz= 205, distance= 87
7070|MHR|62.86|-149.86|309.0|1.5|200||6.0|5.0|0.35|0.39|individual SKS measurement, event # 50, backaz= 108, distance= 100
7071|MHR|62.86|-149.86|313.0|0.64|200||12.0|8.0|0.28|0.27|individual SKS measurement, event # 47, backaz= 205, distance= 95
7072|MHR|62.86|-149.86|349.0|1.1|200||13.0|14.0|0.22|0.28|individual SKS measurement, event # 40, backaz= 269, distance= 98
7073|MHR|62.86|-149.86|277.0|1.38|200||4.0|8.0|0.41|0.51|individual SKS measurement, event # 39, backaz= 284, distance= 102
7074|MHR|62.86|-149.86|316.0|1.0|200||12.0|10.0|0.32|0.39|individual SKS measurement, event # 38, backaz= 207, distance= 87
7075|MHR|62.86|-149.86|327.0|0.54|200||26.0|13.0|0.26|0.31|individual SKS measurement, event # 32, backaz= 206, distance= 97
7076|MHR|62.86|-149.86|316.0|1.32|200||14.0|13.0|0.08|0.18|individual SKS measurement, event # 26, backaz= 115, distance= 115
7077|MHR|62.86|-149.86|318.0|0.74|200||42.0|18.0|0.55|0.48|individual SKS measurement, event # 26, backaz= 115, distance= 115
7078|MHR|62.86|-149.86|334.0|0.72|200||11.0|11.0|0.19|0.18|individual SKS measurement, event # 25, backaz= 209, distance= 92
7079|MHR|62.86|-149.86|281.0|1.82|200||7.0|8.0|0.43|0.51|individual SKS measurement, event # 24, backaz= 284, distance= 102
7080|MHR|62.86|-149.86|89.0|1.88|200||8.0|9.0|0.24|0.25|individual SKS measurement, event # 23, backaz= 283, distance= 102
7081|MHR|62.86|-149.86|4.0|0.52|200||17.0|14.0|0.16|0.14|individual SKS measurement, event # 28, backaz= 262, distance= 94
7082|MHR|62.86|-149.86|326.0|1.06|200||10.0|10.0|0.26|0.28|individual SKS measurement, event # 48, backaz= 207, distance= 88
7083|NNA|64.58|-149.08|72.0|2.0|200||8.0|8.0|0.19|0.21|individual SKS measurement, event # 54, backaz= 108, distance= 103
7084|NNA|64.58|-149.08|45.0|1.76|200||17.0|16.0|0.28|0.27|individual SKS measurement, event # 40, backaz= 270, distance= 98
7085|NNA|64.58|-149.08|63.0|0.96|200||16.0|16.0|0.22|0.22|individual SKS measurement, event # 39, backaz= 285, distance= 102
7086|NNA|64.58|-149.08|89.0|1.56|200||15.0|14.0|0.38|0.5|individual SKS measurement, event # 38, backaz= 208, distance= 89
7087|NNA|64.58|-149.08|89.0|1.28|200||14.0|15.0|0.27|0.28|individual SKS measurement, event # 35, backaz= 208, distance= 88
7088|NNA|64.58|-149.08|90.0|1.54|200||10.0|10.0|0.23|0.25|individual SKS measurement, event # 25, backaz= 209, distance= 93
7089|NNA|64.58|-149.08|33.0|1.78|200||11.0|10.0|0.29|0.27|individual SKS measurement, event # 21, backaz= 266, distance= 93
7090|NNA|64.58|-149.08|43.0|2.0|200||11.0|11.0|0.3|0.31|individual SKS measurement, event # 20, backaz= 267, distance= 90
7091|NNA|64.58|-149.08|75.0|1.7|200||13.0|12.0|0.46|0.51|individual SKS measurement, event # 19, backaz= 106, distance= 114
7092|NNA|64.58|-149.08|67.0|1.32|200||12.0|12.0|0.3|0.29|individual SKS measurement, event # 14, backaz= 281, distance= 103
7093|NNA|64.58|-149.08|77.0|1.4|200||15.0|16.0|0.32|0.32|individual SKS measurement, event # 11, backaz= 107, distance= 103
7094|NNA|64.58|-149.08|85.0|1.46|200||15.0|16.0|0.39|0.4|individual SKS measurement, event # 10, backaz= 106, distance= 105
